"Value","Std.Error","t-value","p-value","dataset","Variable"
-311.277408743439,62.5055515515092,-4.97999619260896,2.56716279345041e-06,"05.q1.sam30","(Intercept)"
28.0526914528125,5.06472512642609,5.53883789397427,2.34450468454339e-07,"05.q1.sam30","ThermalRegime"
1.44968270376301,0.860745127825513,1.68421830911238,0.0951676405694053,"05.q1.sam30","HWI"
-8.36215901007014,23.8230135716265,-0.351011805661294,0.726296432214376,"05.q1.sam30","Dietinvertebrates"
-3.21479998451888,25.9052354275846,-0.124098466254265,0.901479172016203,"05.q1.sam30","Dietomnivore"
-71.6922260887669,37.9477934259596,-1.88923306512265,0.0616731048814496,"05.q1.sam30","Dietseeds"
8.87592110673805,54.7676640318683,0.16206499334303,0.871572173737423,"05.q1.sam30","Dietvertebrates"
-0.000114237989603465,0.0196622932802145,-0.0058100033386451,0.995375552215518,"05.q1.sam30","bodymass"
-412.021179349513,73.1803746047699,-5.63021413288389,2.51266268289823e-07,"05.q1.sam60","(Intercept)"
37.4034320871012,5.83191466450493,6.41357671345083,8.90583572788289e-09,"05.q1.sam60","ThermalRegime"
1.74855581535307,1.00631772599105,1.73757827194294,0.086085869025514,"05.q1.sam60","HWI"
-12.4003947898859,27.3376015800939,-0.453602147706891,0.651328160831814,"05.q1.sam60","Dietinvertebrates"
-1.50815478013692,29.281846667654,-0.0515047700800543,0.959050105461107,"05.q1.sam60","Dietomnivore"
-82.5829699785997,51.4684610906487,-1.60453544226144,0.112488289900635,"05.q1.sam60","Dietseeds"
19.9978635052918,69.294623093591,0.288591850456884,0.773630978500722,"05.q1.sam60","Dietvertebrates"
0.0020353615795125,0.0224815529805437,0.0905347411397236,0.928085794763178,"05.q1.sam60","bodymass"
-268.023665481332,54.7267688080582,-4.89748748772953,2.96322085060251e-06,"05.q2.sam30","(Intercept)"
23.9136330374432,4.51861778289032,5.29224514806095,5.29629916248288e-07,"05.q2.sam30","ThermalRegime"
1.3645852533785,0.713244898862886,1.91320716846912,0.0580270559958322,"05.q2.sam30","HWI"
-6.51297705180827,19.0019741159318,-0.342752653596533,0.732364889091219,"05.q2.sam30","Dietinvertebrates"
6.8984528506029,21.3562433719033,0.323018085646965,0.747225611435649,"05.q2.sam30","Dietomnivore"
-33.8045365308109,31.3459430853437,-1.07843418329362,0.282933423516888,"05.q2.sam30","Dietseeds"
8.78669400264017,47.835796589735,0.183684492138795,0.854561004011907,"05.q2.sam30","Dietvertebrates"
-0.00163019493431242,0.0171158544091243,-0.0952447301399911,0.924274188827263,"05.q2.sam30","bodymass"
-304.322238046773,53.4078658563375,-5.6980789845708,1.04329232198962e-07,"05.q2.sam60","(Intercept)"
28.3355171896949,4.49391046906606,6.30531413225588,6.28559027876026e-09,"05.q2.sam60","ThermalRegime"
1.13789627935856,0.710821632580628,1.60081830265554,0.112311584032839,"05.q2.sam60","HWI"
-6.10629185202146,18.9623282251434,-0.322022263274861,0.748052602982578,"05.q2.sam60","Dietinvertebrates"
2.36460989613498,20.6779898345904,0.114353953892531,0.909167591343305,"05.q2.sam60","Dietomnivore"
-26.6231737789396,31.2854959487078,-0.850974963688858,0.396648840291354,"05.q2.sam60","Dietseeds"
7.04057021388419,45.4838091595535,0.154792888809872,0.877270865375475,"05.q2.sam60","Dietvertebrates"
-0.00144656483907569,0.0162269820682752,-0.0891456484631123,0.929129750417699,"05.q2.sam60","bodymass"
-179.877219398161,50.120659977113,-3.58888369547208,0.000467977951257657,"05.q3.sam30","(Intercept)"
15.7081061284653,4.18534371304166,3.75312213415551,0.000261424102322975,"05.q3.sam30","ThermalRegime"
1.0175473180457,0.605976176050983,1.67918700150365,0.0954992360787855,"05.q3.sam30","HWI"
-3.84131318165402,16.5887627650879,-0.231561161977571,0.817240185997861,"05.q3.sam30","Dietinvertebrates"
12.4318651494193,19.0267514679887,0.653388739025427,0.514650877947989,"05.q3.sam30","Dietomnivore"
-21.4582110366632,25.5648893062295,-0.839362564008223,0.40279502971318,"05.q3.sam30","Dietseeds"
7.56276507240499,42.6678980328906,0.177247191004704,0.859587990912598,"05.q3.sam30","Dietvertebrates"
-0.00245278198331114,0.0152575896618273,-0.160758156279934,0.872531525311883,"05.q3.sam30","bodymass"
-213.929873578857,44.0235314556656,-4.85944372259861,3.6581069173114e-06,"05.q3.sam60","(Intercept)"
19.6440250420191,3.75323166399308,5.23389622614442,7.31092574850262e-07,"05.q3.sam60","ThermalRegime"
0.786520253396552,0.545465870533441,1.44192385974098,0.151972684287137,"05.q3.sam60","HWI"
4.09981472168422,14.382987712012,0.285046111682362,0.776108506243156,"05.q3.sam60","Dietinvertebrates"
11.2595320630107,16.0826742772699,0.700103220950265,0.485240858833069,"05.q3.sam60","Dietomnivore"
-10.9574960202328,24.5810465588944,-0.445770117801104,0.656580128968868,"05.q3.sam60","Dietseeds"
9.60090307813522,36.0308134713594,0.266463677978486,0.790347199406242,"05.q3.sam60","Dietvertebrates"
-0.00243362748341482,0.012895038253376,-0.188725883211528,0.850631867804509,"05.q3.sam60","bodymass"
-1684.94730689334,82.4594593757407,-20.4336448437721,5.07372116601943e-38,"95.q1.sam30","(Intercept)"
129.117567630728,5.79378215553174,22.2855406303895,3.42050819202573e-41,"95.q1.sam30","ThermalRegime"
0.138727011975411,0.766493636281568,0.180989124252103,0.856731772095898,"95.q1.sam30","HWI"
-8.60029636824167,21.4179771544128,-0.401545687822799,0.688850323455658,"95.q1.sam30","Dietinvertebrates"
-6.00192894578045,23.1364420539611,-0.259414517227072,0.795833213324249,"95.q1.sam30","Dietomnivore"
46.6907870234873,33.5557618608352,1.3914387405992,0.167090399866729,"95.q1.sam30","Dietseeds"
-20.4289526827428,48.6168188390694,-0.420203402249876,0.675212181305524,"95.q1.sam30","Dietvertebrates"
-0.00159970813308679,0.0174370080690093,-0.0917421226597892,0.927081121051613,"95.q1.sam30","bodymass"
-1649.45935888364,96.6970944576727,-17.0580033261047,1.5348111605919e-28,"95.q1.sam60","(Intercept)"
125.723774802529,6.71153414943404,18.7324942409972,3.55321825294096e-31,"95.q1.sam60","ThermalRegime"
0.310449237980516,0.818516929546907,0.379282610748645,0.705470506706806,"95.q1.sam60","HWI"
5.28011601304304,23.3772474507123,0.225865599625252,0.821874898857803,"95.q1.sam60","Dietinvertebrates"
6.32805237603567,24.2807854162249,0.260619756221194,0.795047172975942,"95.q1.sam60","Dietomnivore"
68.2542246202874,41.684718574837,1.63739199768735,0.10542803743222,"95.q1.sam60","Dietseeds"
-23.1841587262121,56.3484230582209,-0.411442902355183,0.681834439366485,"95.q1.sam60","Dietvertebrates"
-0.00771248114022606,0.0183711654055281,-0.419814473931266,0.675732451012593,"95.q1.sam60","bodymass"
-1790.82127673749,61.1219145504745,-29.299168553672,1.42000654933453e-57,"95.q2.sam30","(Intercept)"
135.058631741858,4.18718294936142,32.2552497407489,3.73402048188348e-62,"95.q2.sam30","ThermalRegime"
0.0540487626871063,0.59794015586301,0.0903915921303152,0.928121886161186,"95.q2.sam30","HWI"
4.06036535761166,15.871504831974,0.255827371165956,0.798508036107383,"95.q2.sam30","Dietinvertebrates"
15.2961983724927,18.0144811939625,0.849105683799496,0.397458781507372,"95.q2.sam30","Dietomnivore"
21.5614149953226,26.0457883082029,0.827827314734491,0.409358694512069,"95.q2.sam30","Dietseeds"
28.7016209378862,40.1064334362587,0.715636332597407,0.475561342629274,"95.q2.sam30","Dietvertebrates"
-0.0305040204511337,0.0143676583874163,-2.1231031270795,0.0357328662035438,"95.q2.sam30","bodymass"
-1745.86657145941,70.4017158505708,-24.798636657735,1.26435314410063e-46,"95.q2.sam60","(Intercept)"
132.962744838238,4.86197882748054,27.3474545151688,1.27855601118803e-50,"95.q2.sam60","ThermalRegime"
-0.315552443818537,0.632980228345562,-0.49851864195396,0.61912302068985,"95.q2.sam60","HWI"
-6.32709674713685,16.9440490194952,-0.373411145108064,0.709567719351697,"95.q2.sam60","Dietinvertebrates"
6.11645797451003,18.4228566470833,0.332003776161304,0.740523972114605,"95.q2.sam60","Dietomnivore"
43.5810689661967,27.5991736448434,1.57907151594517,0.117217388987204,"95.q2.sam60","Dietseeds"
14.262588506823,40.1922911463305,0.354858807498591,0.723381044283049,"95.q2.sam60","Dietvertebrates"
-0.0245970809596018,0.0143396174405036,-1.71532337328087,0.0891273571980261,"95.q2.sam60","bodymass"
-1715.23912918811,83.7263989485844,-20.4862403104357,1.1285097319763e-42,"95.q3.sam30","(Intercept)"
130.136095397971,5.89897007794589,22.0608163252943,6.02055776943557e-46,"95.q3.sam30","ThermalRegime"
-1.47157986630966,0.656610274176227,-2.24117703329555,0.0266977069871068,"95.q3.sam30","HWI"
14.5028821206986,17.7704317068634,0.816124355329942,0.415910548213972,"95.q3.sam30","Dietinvertebrates"
17.0036644030869,20.4558611659071,0.831236791508255,0.407352406755426,"95.q3.sam30","Dietomnivore"
17.8402522279927,27.4078044216143,0.650918692849526,0.516239089412066,"95.q3.sam30","Dietseeds"
-26.0775167406308,45.5513694499096,-0.572485900106842,0.567974053754765,"95.q3.sam30","Dietvertebrates"
0.0123959392152463,0.016324840822238,0.759329867300167,0.449019464339652,"95.q3.sam30","bodymass"
-1692.53798624655,93.1974345736795,-18.1607787165909,5.70808595525837e-36,"95.q3.sam60","(Intercept)"
128.358107425163,6.54615029472835,19.6081821599071,6.26738982420839e-39,"95.q3.sam60","ThermalRegime"
-1.37390819819713,0.707897682854728,-1.94082878284979,0.0546639766515816,"95.q3.sam60","HWI"
12.2987929359892,18.4587332760899,0.666285857866541,0.506528963396873,"95.q3.sam60","Dietinvertebrates"
17.0525371183145,20.7059247781117,0.823558343858216,0.411851949096703,"95.q3.sam60","Dietomnivore"
48.6817320226672,31.5575654701613,1.54263268719817,0.125597512732872,"95.q3.sam60","Dietseeds"
-24.273723591908,45.9915772916586,-0.527786282213689,0.598638739529532,"95.q3.sam60","Dietvertebrates"
0.0112030712899697,0.0164965968840085,0.679114084483072,0.498395469525465,"95.q3.sam60","bodymass"
-1660.26120815803,83.4726499246244,-19.8898826101392,4.67935209907378e-37,"50.q1.sam30","(Intercept)"
121.687274698673,5.80114520214957,20.9764228369224,5.72371434271792e-39,"50.q1.sam30","ThermalRegime"
-0.221050227094653,0.633510601760974,-0.348929009996357,0.727854887197091,"50.q1.sam30","HWI"
9.79484356861061,17.4850228631455,0.560184773292802,0.576569786138762,"50.q1.sam30","Dietinvertebrates"
-1.49475519561316,19.1560542009804,-0.0780304325687628,0.937955230881155,"50.q1.sam30","Dietomnivore"
17.1752598206065,27.8629559115834,0.616419157935294,0.538977924397986,"50.q1.sam30","Dietseeds"
29.5731098010186,40.3782085020799,0.732402721618897,0.465586166940801,"50.q1.sam30","Dietvertebrates"
-0.00046557621272746,0.0145321718997999,-0.0320376208000863,0.97450404921818,"50.q1.sam30","bodymass"
-1738.52973685253,94.1312992739696,-18.4691994082917,9.02065661065989e-31,"50.q1.sam60","(Intercept)"
127.64456390546,6.6085609361948,19.3150316896309,4.65635973695669e-32,"50.q1.sam60","ThermalRegime"
-0.123152916023937,0.718547477944278,-0.171391480457589,0.864343402299446,"50.q1.sam60","HWI"
4.40429662021026,19.6480615818584,0.224159345279988,0.823197767882553,"50.q1.sam60","Dietinvertebrates"
-8.04980503877565,21.0664759521708,-0.38211445792129,0.70337717595933,"50.q1.sam60","Dietomnivore"
27.0863817623183,36.5951396479917,0.740163366579878,0.461340899727715,"50.q1.sam60","Dietseeds"
14.1913520588287,49.5630321674214,0.286329375710732,0.775356925315574,"50.q1.sam60","Dietvertebrates"
-0.00292606182300761,0.0161621843826467,-0.181043710041405,0.856785509308446,"50.q1.sam60","bodymass"
-1520.32897349436,90.7973152337938,-16.7442062530116,1.27151298854733e-33,"50.q2.sam30","(Intercept)"
112.818177929931,6.47602116994145,17.4209093777486,4.00131947965996e-35,"50.q2.sam30","ThermalRegime"
0.00263903686571789,0.787812283843374,0.00334982954675858,0.997332610929277,"50.q2.sam30","HWI"
1.2694365846364,21.3225719887512,0.0595348715579949,0.952621932667042,"50.q2.sam30","Dietinvertebrates"
-20.5513841595137,23.9325568121952,-0.858720792800601,0.392151501133198,"50.q2.sam30","Dietomnivore"
4.45068341719802,34.8241999308823,0.127804326475025,0.898510862257579,"50.q2.sam30","Dietseeds"
-25.5968905569678,53.1166936638697,-0.481899169382581,0.630727032000165,"50.q2.sam30","Dietvertebrates"
0.00413707864447648,0.0191056320085292,0.216537125944308,0.828924926939041,"50.q2.sam30","bodymass"
-1460.30853322792,90.4079335169374,-16.1524379157979,1.0851350852677e-30,"50.q2.sam60","(Intercept)"
110.244803955214,6.40964787286572,17.1998222276639,7.79956973169537e-33,"50.q2.sam60","ThermalRegime"
-0.780088815604006,0.743602309009854,-1.04906723143818,0.296467668594428,"50.q2.sam60","HWI"
-19.9946813641278,20.0892212635016,-0.995293998799969,0.321797679831569,"50.q2.sam60","Dietinvertebrates"
-27.6717580683456,21.8900653333003,-1.26412405111692,0.208882100979526,"50.q2.sam60","Dietomnivore"
15.9457270726811,33.288448057727,0.479016836261904,0.63288623250616,"50.q2.sam60","Dietseeds"
-33.4954872549587,47.6352556785897,-0.703165896305113,0.483451577480366,"50.q2.sam60","Dietvertebrates"
0.00663004837378437,0.0170708016575514,0.388385297116465,0.698488468874004,"50.q2.sam60","bodymass"
-1295.06825353416,96.4580304886567,-13.426235710737,2.18820896732883e-26,"50.q3.sam30","(Intercept)"
96.0168703167682,6.8164909049361,14.0859676416847,5.24268339124797e-28,"50.q3.sam30","ThermalRegime"
0.37928036713535,0.754963468864719,0.50238241024522,0.61624199963983,"50.q3.sam30","HWI"
9.54809780237542,20.9745038457794,0.455224012571661,0.649701663884723,"50.q3.sam30","Dietinvertebrates"
-21.6157899522956,24.1803523747925,-0.893940237811819,0.372993270987576,"50.q3.sam30","Dietomnivore"
-13.0287598114676,32.2459465520881,-0.404043335816541,0.686839697023058,"50.q3.sam30","Dietseeds"
-46.5400841360265,53.7377907269242,-0.866058755048681,0.388041337747353,"50.q3.sam30","Dietvertebrates"
0.00359535920447676,0.0193155510161383,0.186138060543694,0.852624423460189,"50.q3.sam30","bodymass"
-1322.90756972226,90.8604027439794,-14.5597810462041,4.06339038249521e-28,"50.q3.sam60","(Intercept)"
100.01563840041,6.47696356195088,15.4417478875371,4.20630853741252e-30,"50.q3.sam60","ThermalRegime"
-0.43406404230081,0.724029125943008,-0.599511852144712,0.549981006862536,"50.q3.sam60","HWI"
-10.3540405922485,19.3862210505197,-0.534092774722126,0.594282125534099,"50.q3.sam60","Dietinvertebrates"
-31.7626680033816,21.6733388677951,-1.46551798950453,0.145439223946721,"50.q3.sam60","Dietomnivore"
0.0855217542667009,32.9694810646965,0.00259396725410632,0.997934696147191,"50.q3.sam60","Dietseeds"
-56.4255364042392,47.9879316363688,-1.17582763999513,0.242030633430179,"50.q3.sam60","Dietvertebrates"
0.00569924940631279,0.017258684597554,0.330225016518381,0.74181550789185,"50.q3.sam60","bodymass"
